Name,City,State,Latitude,Longitude,Source
"Apple MacBook Pro 2019 13 Zoll  i7 2,8GHz 16GB 1TB SSD - Zustand sehr gut ",Bremen,Bremen,53.0758196,8.8071646,eBay
"Lenovo ThinkPad X230 12,5 Zoll Notebook i5 3. Gen 4GB RAM 128GB SSD Win 7 Pro *A",Hannover,Niedersachsen,52.3744779,9.7385532,eBay
"Ultrabook Dell Latitude E7450 Intel i5 5300U-2,3GHz 8GB-RAM 128SSD 14""FHD WIN10",Hannover,Niedersachsen,52.3744779,9.7385532,eBay
"Acer Swift 3 FHD Intel Core i5-10210U 1,60GHz 512GB NVMe SSD 8GB 14"" Fingerprint",Schieder-Schwalenberg,Nordrhein-Westfalen,51.8973691,9.1782795,eBay
Acer Swift 1 SF114-33-P5J8 N5030 4GB/256GB SSD 14'' FHD W10 - Notebook,Wedemark,Niedersachsen,52.5622873,9.7037034,eBay
"HP ProBook 6570b 15,6 LED HD i5 8 GB RAM 256 GB SSD Windows 10 WEBCAM LAPTOP",Hannover,Niedersachsen,52.3744779,9.7385532,eBay
Acer Swift 3 MX150 FHD IPS Ultrabook Core i7-8550U 8GB RAM 512GB SSD Intel UHD,Schieder-Schwalenberg,Nordrhein-Westfalen,51.8973691,9.1782795,eBay
"Apple MacBook Pro 16 Zoll (40,64cm) 2,3GHz Core i9 16GB 1TB silber QWERTY",Bothel,England,54.740692,-3.2729878,eBay
"Lenovo Laptop G700 Intel 2030M 2,5 GHz 4GB RAM 500GB",Borchen,Nordrhein-Westfalen,51.6610534,8.7231483,eBay
"ASUS ZenBook 3 Deluxe UX490UA / 14"" FHD / i5-7200U / 8GB / 512GB SSD / Win10 ",Weyhe,Niedersachsen,52.9821257,8.8495643,eBay
ULTRA KOMPAKTES TABLET PC PANASONIC TOUGHBOOK CF-U1 SSD TOUCHSCREEN UMTS,Hannover,Niedersachsen,52.3744779,9.7385532,eBay
"Asus Zenbook 3 Deluxe Core i5 7200U 2,50GHz 256GB SSD 8GB RAM Ultrabook Windows",Schieder-Schwalenberg,Nordrhein-Westfalen,51.8973691,9.1782795,eBay
Laptop Der Marke ONE 3gb ram Ohne Festplatte ohne Netzteil Voll Funktionsfahig,Bremen,Bremen,53.0758196,8.8071646,eBay
Toshiba Satellite L750 | i7 | 4GB 512GB | NVidia GeForce | Wunsch Linux ,Paderborn,Nordrhein-Westfalen,51.7177044,8.752653,eBay
Lenovo ThinkPad P15v - Intel Core i7 Prozessoren der 10. Generation,Wedemark,Niedersachsen,52.5622873,9.7037034,eBay
Surface Pro (5th Gen) with LTE Advanced (256GB i5 8GB M1807) inkl. Tastatur,Münster,Nordrhein-Westfalen,51.9625101,7.6251879,eBay
"Apple MacBook Pro Retina 15"" Ende 2013 Core i7 2,6 GHz 16GB RAM 512GB SSD",Münster,Nordrhein-Westfalen,51.9625101,7.6251879,eBay
> Acer Swift 3 SF313-52-55UT Notebook [Kbd:QWERTZ DE|i5-1035G4|16GB|1TB|13.5''],Wedemark,Niedersachsen,52.5622873,9.7037034,eBay
"HP 15-da1610ng - Intel Core i5 - 1,6 GHz (6LG84EA#ABD)",Wedemark,Niedersachsen,52.5622873,9.7037034,eBay
"ASUS X540n-15,6“-500GB-4GB-WIN 10-KEYBOARD ITALIENISCHE SPRACHE-NEU",Ibbenbüren,Nordrhein-Westfalen,52.2774772,7.7151417,eBay
"Apple MacBook Pro 13 Zoll, 2020 (1 TB SSD, 16 GB RAM, i5) Multimedia Notebook",Langenhagen,Niedersachsen,52.443118,9.738994,eBay
"Apple MacBook Pro 17"", Core 2 Duo T9600 2.80GHz, 8GB RAM, 256GB SSD [Mid 2009]",Steinhagen,Mecklenburg-Vorpommern,53.8436425,11.929235,eBay
"Asus G2S, 17 Zoll,Intel Core 2 Duo 256GB Neu festplatte Windows 10 4GB Ramm ",Bielefeld,Nordrhein-Westfalen,52.0191005,8.531007,eBay
"Fast wie NEU Acer Aspire E17 E5-731 17,3"" Zoll 8GB RAM 500GB HDD Win 10",Hannover,Niedersachsen,52.3744779,9.7385532,eBay
DELL Latitude 5280 Full HD-Display Core i5-7200U 2.50GHz 8GB DDR4 128GB SSD W10P,Münster,Nordrhein-Westfalen,51.9625101,7.6251879,eBay
"Apple MacBook Air A1466 33,8 cm (13,3 Zoll) Laptop - MJVE2D/A (März, 2015)",Herford,Nordrhein-Westfalen,52.1152245,8.6711118,eBay
"Lenovo ThinkPad P17 - 17,3'' Notebook - Core i7 2,6 GHz 43,9 cm (20SN002RGE)",Wedemark,Niedersachsen,52.5622873,9.7037034,eBay
Lenovo Legion 5 17IMH05H 81Y8 - Core i7 10750H 2.6 GHz - Win 10 Home 64-Bit,Wedemark,Niedersachsen,52.5622873,9.7037034,eBay
"Lenovo Ideapad 530S-14IKB 14"" FHD IPS  i7-8550U 8GB DDR4 512GB SSD Windows 10",Schieder-Schwalenberg,Nordrhein-Westfalen,51.8973691,9.1782795,eBay
"Apple MacBook Air 13"" (33,78cm) 1,1GHz Quadcore i5 8GB RAM 512GB SSD Gold QWERTY",Bothel,England,54.740692,-3.2729878,eBay
"Acer Nitro 5 AN515-54-70Y9 - Intel Core i7 der 9. Generation - 2,6 GHz",Wedemark,Niedersachsen,52.5622873,9.7037034,eBay
> Apple iPad PRO (2017) 64GB Wi-Fi + Cellular 4G LTE Space Gray (MQEY2FD/A),Wedemark,Niedersachsen,52.5622873,9.7037034,eBay
Trekstor Primebook P14 Celeron N3350 1.10 GHz 60GB SSD - HÄNDLER YAPIDO ,Bremen,Bremen,53.0758196,8.8071646,eBay
"SONY VGN-FS415M / PCG-7G1M / Notebook / 15,4"" / Win7 Pro / 160GB / 2GB RAM",Hildesheim,Niedersachsen,52.1521636,9.9513046,eBay
"Apple MacBook Air  13,3 Zoll Laptop Intel Core i5 4. Gen. 8GB RAM 256GB SSD",Bremen,Bremen,53.0758196,8.8071646,eBay
"Lenovo ThinkPad L14, 14"", Intel Core i5-10210U, 512GB SSD, 32GB RAM, Win 10 Pro",Steinhagen,Mecklenburg-Vorpommern,53.8436425,11.929235,eBay
"Asus F509JA-EJ794T 15.6""/i3-1005/8/512SSD/W10",Lübbecke,Nordrhein-Westfalen,52.3027209,8.6183054,eBay
"Dynabook Portege X40 - 14'' Notebook - Core i5 1,6 GHz 35,6 cm (A1PMR41E1112)",Wedemark,Niedersachsen,52.5622873,9.7037034,eBay
"Lenovo ThinkPad P1 - 15,6'' Notebook - Core i9 2,4 GHz 39,6 cm (20TH001GGE)",Wedemark,Niedersachsen,52.5622873,9.7037034,eBay
"Acer Aspire 5 A515-56G-7876 - Intel Core i7-11xxx - 4,7 GHz (NX.A1MEV.006)",Wedemark,Niedersachsen,52.5622873,9.7037034,eBay
"Asus F200MA, 11,6 Zoll Netbook, Intel Celeron N2815, 2,1GHz, 2GB RAM, 500 GB HD",Hildesheim,Niedersachsen,52.1521636,9.9513046,eBay
"Compaq Laptop 15 Zoll Win7, Office 2016 Pro Plus und 4gb RAM",Bremen,Bremen,53.0758196,8.8071646,eBay
Acer Chromebook CB5-311-T6R7-13“-FULL HD-4HB-32GM eMMC-WEIß-HÄNDLER WIE NEU,Ibbenbüren,Nordrhein-Westfalen,52.2774772,7.7151417,eBay
"MSI GP60 2PEi585FD Leopard, Notebook, gray-black",Osnabrück,Niedersachsen,52.266837,8.049741,eBay
"Lenovo IdeaPad N581, 8 GB RAM, Intel i5, Intel HD 4000, 320 GB HDD, DVD-Multi",Gütersloh,Nordrhein-Westfalen,51.9063997,8.3782078,eBay
Lenovo IdeaPad Miix 520-12IKB Iron Gray LTE Core i5-8250U 256GB SSD 8GB RAM W10P,Münster,Nordrhein-Westfalen,51.9625101,7.6251879,eBay
"Acer ConceptD 5 CN517-71-769B 1TB SSD 17,3 Zoll Ultra-HD Creator Notebook - NEU",Bremen,Bremen,53.0758196,8.8071646,eBay
